season,episode,episode_title,companions,year_came_out,series_type,story_title,doctor_num,episode_mood,missing,vibe_tags,villains,setting,imdb_rating,plot_summary
20,6,Shakedance: Part 2,,1983,Classic,Shakedance,5,"Dark, Ominous, Sad",0,"Gothic, Mysterious, Atmospheric, Suspenseful",,"London, Present, 2015",6.9,The Doctor talks to Ambril and Chela to try and stop the 500th anniversary celebrations. A possessed Tegan finds herself in Dugdale's Hall of Mirrors to where she summons Lon. The Doctor and Nyssa return to the caves.
20,7,Shakedance: Part 3,,1983,Classic,Shakedance,5,"Dark, Ominous, Suspenseful",0,"Mysterious, Gothic, Atmospheric, Menacing",The Master,"London, Past, 1980s",6.8,"The possessed Tegan and Lon try to find the whereabouts of the Great Crystal. The Doctor finds himself in prison, with only Nyssa to try and get him out. Chela tells the Doctor tales of Dojjen."
20,8,Shakedance: Part 4,,1983,Classic,Shakedance,5,"Dark, Ominous, Suspenseful",0,"Gothic, Mysterious, Atmospheric, Haunting",The Master,"London, Past, 1985",6.9,"Escaping from jail and rescued from execution by Tanha, the Doctor escapes to find Dojjen. Will he finally be able to defeat the Mara?"
20,9,Mawdryn: Part 1,,1983,Classic,Mawdryn,5,"Dark, Mysterious, Ominous",0,"Gothic, Mysterious, Suspenseful, Haunting",Mawdryn,"A British Public School, Past, 1983",7.5,"With the TARDIS trapped on a collision course with a strange, orbiting spaceship, locked in time as well as space, the Black Guardian recruits a deceitful and ill-natured British student to kill the Doctor."
20,10,Mawdryn: Part 2,,1983,Classic,Mawdryn,5,"Dark, Mysterious, Sad",0,"Gothic, Mysterious, Atmospheric, Ominous",Mawdryn,"A boarding school, Past, 1983",7.8,"In 1983 the Doctor is once again reunited with his old friend Brigadier Lethbridge-Stewart, only the Brigadier struggles to remember his adventures with the Doctor. Meanwhile Tegan also meets the Brigadier in 1977."
20,11,Mawdryn: Part 3,,1983,Classic,Mawdryn,5,"Dark, Mysterious, Sad",0,"Gothic, Mysterious, Suspenseful, Atmospheric",Mawdryn,"A boarding school, Past, 1983",7.6,"While Nyssa, Tegan and the 1977 Brigadier debate whether or not Mawdryn is really the Doctor in a new body, the Doctor and the 1983 Brigadier explore the spaceship as the Black Guardian uses Turlough to awaken the rest of Mawdryn'..."
20,12,Mawdryn: Part 4,,1983,Classic,Mawdryn,5,"Dark, Mysterious, Sad",0,"Gothic, Mysterious, Suspenseful, Dark",Mawdryn,"A boarding school, Past, 1983",7.6,"Mawdryn presents the Doctor with an ultimatum; give up his remaining regenerations or leave the ship and suffer the consequences. Meanwhile Turlough's stupidity puts the two Brigadiers at risk of meeting, angering the Black Guardian."
20,13,Terminus: Part 1,,1983,Classic,Terminus,5,"Dark, Gritty, Sad",0,"Medieval, Isolated, Mysterious, Grueling","Garm, The Vanir","Terminus Space Station, Future",6.4,"With the Black Guardian's guidance, Turlough begins sabotaging the Tardis which causes it to latch onto a seemingly empty passenger ship where the Doctor and Nyssa meet two space pirates and find themselves boarding space station ..."
20,14,Terminus: Part 2,,1983,Classic,Terminus,5,"Dark, Gritty, Somber",0,"Industrial, Gothic, Isolated, Medical","Garm, Borad","Terminus Space Station, Future",6.3,"The Doctor's party remains divided and scattered as the immense transport docks at the Terminus space station, which turns out to be a leper colony at the exact center of the known universe. As they find their way around and inves..."
20,15,Terminus: Part 3,,1983,Classic,Terminus,5,"Dark, Gritty, Somber",0,"Industrial, Isolated, Medical, Gloom","Garm, The Vanir","Terminus Space Station, Future",6.1,"Since the Doctor's party represents neither lazars nor handlers, they're presumed to be investigators, which is enough to spark the disgruntled Valgard into challenging Eirak over leadership of the handlers. Meanwhile, as the gian..."
20,16,Terminus: Part 4,,1983,Classic,Terminus,5,"Dark, Gritty, Sad",0,"Industrial, Gloomy, Isolated, Medical","Garm, The Lazars","Terminus Space Station, Future",6.2,"In attempting to reopen a doorway into the TARDIS, Turlough activates Terminus' automated fuel-jettisoning sequence. The first time this sequence was engaged, it flung its first of two massive loads of unstable fuel into the dista..."
20,17,Enlightenment: Part 1,,1983,Classic,Enlightenment,5,"Philosophical, Mysterious, Dark",0,"Mysterious, Adventure, Fantasy, Historical","The Black Guardian, Eternals","A 17th-century pirate ship, Space, Past, Future",7.7,"The Doctor is in a race with the clairvoyant Eternals for the prize. When the Black Guardian appears, though, the Doctor is suddenly in a race for his life!"
20,18,Enlightenment: Part 2,,1983,Classic,Enlightenment,5,"Mysterious, Intriguing, Dark",0,"Adventure, Fantasy, Nautical, Suspense","The Black Guardian, Eternals","17th or 18th century Sailing Ships, Past",7.8,"Captain Striker and his officers reveal themselves to be Eternals, mind-reading creatures who live outside of time and who require Ephemerals (humans and other ""time dwellers"") to relieve them of their emptiness. They race against..."
20,19,Enlightenment: Part 3,,1983,Classic,Enlightenment,5,"Mysterious, Dark, Suspenseful",0,"Adventure, Fantasy, Nautical, Mystery","The Black Guardian, Wrack","A 17th-century pirate ship, Past, 17th century",7.7,"Jumping overboard to escape the Black Guardian, Turlough lands on the Buccaneer, a pirate ship captained by the ruthless Captain Wrack who invites her rival Eternals aboard her ship to eliminate them from the race."
20,20,Enlightenment: Part 4,,1983,Classic,Enlightenment,5,"Mysterious, Dark, Suspenseful",0,"Nautical, Mysterious, Adventurous, Competitive","The Black Guardian, Eternals","17th, 18th century Sailing Ships, Past",7.8,"As the race nears it's end and the Black Guardian's victory seems all but certain, his counterpart, the White Guardian offers Turlough one final choice."
20,21,The King's Demons: Part 1,,1983,Classic,The King's Demons,5,"Dark, Mysterious, Ominous",0,"Medieval, Mysterious, Dark, Historical",The Master,"England, Past, 13th century",6.4,"The Doctor, Tegan and Turlough arrive at an English castle in the year 1215 where King John welcomes the trio as demons. Noticing the King's strange behavior, the Doctor suspects he is actually an impostor."
20,22,The King's Demons: Part 2,,1983,Classic,The King's Demons,5,"Dark, Suspenseful, Mysterious",0,"Medieval, Mysterious, Dark, Royal",The Master,"England, Past, 13th Century",6.2,"With The Master revealed, two questions remain: Who is impersonating King John and why?"
20,23,The Five Doctors,,1983,Classic,The Five Doctors,"1, 2, 3, 4, 5","Nostalgic, Exciting, Epic",0,"Timeless, Adventurous, Mysterious, Epic","The Master, Cybermen, Daleks","Time Lord Planet, Gallifrey, Past",8.1,The Doctor and his previous incarnations are brought to the Death Zone on his homeworld Gallifrey as part of a renegade Time Lord's scheme.
21,1,Warriors of the Deep: Part 1,,1984,Classic,Warriors of the Deep,5,"Ominous, Dark, Tense",0,"Military, Underwater, Suspenseful, Futuristic","Silurians, Sea Devils","An underwater naval base, Future, 2084",6.3,"The Doctor, Tegan and Turlough land inside an undersea secret military base in wartime Earth, 2084. The base is about to be attacked on two fronts. Enemy agents within work to neutralize the base while an assault team of aquatic S..."
21,2,Warriors of the Deep: Part 2,,1984,Classic,Warriors of the Deep,5,"Dark, Ominous,",0,"Military, Underwater, Suspenseful,","Silurians, Sea Devils","Underwater Sea Base, Future, 2084",6.3,"Just are the Doctor gains a tentative trust from the humans, a Silurian battle cruiser approaches. The Doctor warns Commander Vorsha to hold his fire and find out what they want, but is the level-headed commander one who'll listen?"
21,3,Warriors of the Deep: Part 3,,1984,Classic,Warriors of the Deep,5,"Dark, Ominous, Suspenseful",0,"Military, Underwater, Futuristic, Action","Silurians, Sea Devils","An underwater naval base, Future, 2084",6.1,"With Silurians and Sea Devils attacking the air locks, the saboteurs use the distraction to launch plans for disabling vital functions of the base. With all the strife going on around him, and an electricity-generating myrka on th..."
21,4,Warriors of the Deep: Part 4,,1984,Classic,Warriors of the Deep,5,"Dark, Ominous, Tense",0,"Military, Underwater, Suspenseful, Action","Silurians, Sea Devils","Underwater Sea Base, Future, 2084",6.4,"With Silurians in control of the base, Icthar reveals his plan for a final solution to Earth's human problem, which presents the Doctor a great moral dilemma."
21,5,The Awakening: Part 1,,1984,Classic,The Awakening,5,"Dark, Ominous, Suspenseful",0,"Mysterious, Rural, Historical, Atmospheric",Malus,"Little Hodcombe, Past, 1643",6.9,"The TARDIS arrives in Little Hodcombe. Tegan wants to visit her grandfather, only he's disappeared. There's also a war game going on, and it's getting out of hand."
21,6,The Awakening: Part 2,,1984,Classic,The Awakening,5,"Dark, Ominous, Suspenseful",0,"Mysterious, Rural, Historical, Dark",Malus,"Little Hodcombe, Past, 1643",6.9,"The Malus, an alien that's purely evil, needs the civil war re-enactments to become authentic so it can feed off the psychic energy of dying and embattled men and fully revive. Not if the Doctor can derail things, of course."
21,7,Frontios: Part 1,,1984,Classic,Frontios,5,"Dark, Ominous, Sad",0,"Deserted, Mysterious, Apocalyptic, Gritty",Tractators,"Frontios, Future, 3000",6.9,"In the far flung future, the TARDIS is forced to crash land on the planet Frontios, where the Doctor finds some of the last surviving human beings cowering from a meteorite bombardment."
21,8,Frontios: Part 2,,1984,Classic,Frontios,5,"Dark, Ominous, Suspenseful",0,"Deserted, Mysterious, Apocalyptic, Gritty",Tractators,"Frontios, Future, 3000",6.9,"Following the destruction of the TARDIS, the only part of it left is the hat stand. So Turlough uses it as a weapon! Plantagenet gets swallowed by the earth, and Norna and Turlough discover the Tractators."
21,9,Frontios: Part 3,,1984,Classic,Frontios,5,"Dark, Ominous, Suspenseful",0,"Deserted, Mysterious, Apocalyptic, Grim",Tractators,"Frontios, Future, 3000",6.9,"Trying to rescue the Doctor from the Tractator's trap, Tegan finds herself and the Doctor in even more trouble. Turlough goes a bit mad, and reckons he knows the evil of the Tractators from old."
21,10,Frontios: Part 4,,1984,Classic,Frontios,5,"Dark, Ominous, Suspenseful",0,"Deserted, Mysterious, Isolated, Primitive",Tractators,"Frontios, Future, 3000",6.9,"The Doctor tries to deal with the Tractator's cunning plan, despite Turlough's best intervention. They discover the splintered TARDIS in the tunnels beneath the planet's surface, but how will they put it together again?"
21,11,Resurrection of the Daleks: Part 1,,1984,Classic,Resurrection of the Daleks,5,"Dark, Ominous, Gritty",0,"Gritty, Dark, Action, Suspense",Daleks,"London, Past, 1984",7.6,"A time corridor forces the Doctor to the London docklands on present-day Earth where a bomb squad watches over some strange, alien canisters. At the other end, a battle cruiser launches an assault on a prison space station that ho..."
21,12,Resurrection of the Daleks: Part 2,,1984,Classic,Resurrection of the Daleks,5,"Dark, Ominous, Gritty",0,"Gritty, Dark, Action, Suspense",Daleks,"London, Past, 1984",7.8,"While Davros looks into solving a small problem offered up by the Movellans, the Daleks have not overlooked the Time Lords for all their years of interest and attention paid them, hoping to make of the Doctor and his companions em..."
21,13,Planet of Fire: Part 1,,1984,Classic,Planet of Fire,5,"Melancholic, Suspenseful, Sad",0,"Mysterious, Desertic, Ancient, Explosive",The Master,"Lanzarote, Spain, Past, 1984",7.1,The Doctor and Turlough arrive on Lanzarote to investigate a signal. Turlough rescues American Student Peri Brown from nearly drowning and discovers she has in her possession a data core from Turlough's home planet Trion. The Doct...
21,14,Planet of Fire: Part 2,,1984,Classic,Planet of Fire,5,"Melancholic, Sad,",0,"Exotic, Mysterious, Adventurous,",The Master,"Lanzarote, Spain, Past, 1984",7.2,"On the volcanic planet Sarn, Turlough recognizes several Trion artifacts that point to Malkon (the Chosen One among the Sarn people) being his own brother. Meanwhile, Peri flees from Kamelion who has almost been entirely possessed..."
21,15,Planet of Fire: Part 3,,1984,Classic,Planet of Fire,5,"Bittersweet, Melancholic, Sad",0,"Mysterious, Adventurous, Tropical, Suspenseful",The Master,"Lanzarote, Spain, Past, 1984",7.1,"Sarn prophesy foretells of an outsider who will come to aid the people. It's a role the Master is more than delighted to fill, which finally presents Timanov, the Sarn religious leader, the unbridled support he's sought in his cam..."
21,16,Planet of Fire: Part 4,,1984,Classic,Planet of Fire,5,"Bittersweet, Melancholic, Sad",0,"Mysterious, Adventurous, Tropical, Suspenseful",The Master,"Lanzarote, Spain, Past, 1984",7.3,"While the Master, victim of his own attempt to improve his TCE weapon, seeks restoration through Sarn's numismaton gas, the truth of Turlough's past comes out at last, though to guarantee the safety of his brother and the Sarn peo..."
21,17,The Caves of Androzani: Part 1,,1984,Classic,The Caves of Androzani,5,"Dark, Sad, Bittersweet",0,"Gritty, Dark, Suspenseful, Deadly","Sharaz Jek, Morgus","Androzani Minor, Future, 22nd century",8.4,The Doctor and Peri get involved with drug running after landing on the twin planet of Androzani Minor and getting arrested as gun runners and targeted for execution. Not before Peri stumbles into some highly toxic and lethal plan...
21,18,The Caves of Androzani: Part 2,,1984,Classic,The Caves of Androzani,5,"Dark, Gritty, Sad",0,"Industrial, Gritty, Action, Suspense","Sharaz Jek, Morgus","Androzani Minor, Future, 22nd century",8.4,"Having been saved from execution by Sharez Jek and his androids, Jek takes a shine to Peri, and wants her with him forever. Salateen tells the Dr and Peri that they are dying from Spectrox toxemia, but there is an antidote."
21,19,The Caves of Androzani: Part 3,,1984,Classic,The Caves of Androzani,5,"Dark, Gritty, Sad",0,"Industrial, Gritty, Deadly, Suspenseful","Sharaz Jek, Morgus","Androzani Minor, Future, 22nd Century",8.6,"After escaping the vicious Magma creature, the Doctor is made a prisoner of the gun runners and taken to Androzani Major. The real Salateen takes an ill Peri back to Chellak."
